AE6EO-1,AJ6JN,Good
AE6EO-1,KD6KDL,Good
AE6EO-1,KE6BJQ,Good
AE6EO-1,KE7JAC,Good
AE6EO-1,KF6ZSQ,Good
AE6EO-1,KI6HLH,Poor
AE6EO-1,KI6MXP,Poor
AE6EO-1,KI6PUR,Good
AE6EO-1,KJ6AMM,Good
AE6EO-1,KK6EKN,Good
AE6EO-1,KM6EEI,Good
AE6EO-1,KN6EKC,Good
AE6EO-1,N6IHT,Good
AE6EO-1,N9DK,Good
AE6EO-1,WA1IAM,Good
AE6EO-1,WU6K,Good
AE6EO-3,AG6SR,Good
AE6EO-3,AJ6JN,Good
AE6EO-3,AJ6XZ,Good
AE6EO-3,K6FSH,Good
AE6EO-3,KD6KDL,Good
AE6EO-3,KE7JAC,Good
AE6EO-3,KF6ZSQ,Good
AE6EO-3,KG6TNE,Good
AE6EO-3,KG6VYI,Good
AE6EO-3,KI6HLH,Good
AE6EO-3,KI6LCP,Good
AE6EO-3,KI6MXP,Good
AE6EO-3,KI6PUR,Good
AE6EO-3,KI6PUW,Good
AE6EO-3,KI6VYM,Good
AE6EO-3,KJ6AMM,Good
AE6EO-3,KK6EAW,Good
AE6EO-3,KK6EKN,Good
AE6EO-3,KK6LTH,Good
AE6EO-3,KK6TOZ,Good
AE6EO-3,KM6EEI,Good
AE6EO-3,KM6LTA,Good
AE6EO-3,KN6GHD,Good
AE6EO-3,KR6DD,Good
AE6EO-3,KZ6DM,Good
AE6EO-3,N6IDV,Good
AE6EO-3,N6IHT,Good
AE6EO-3,N9DK,Good
AE6EO-3,NE5NA,Good
AE6EO-3,WA1IAM,Good
AE6EO-3,WU6K,Good
AG6SR,AE6EO,Good
AG6SR,AJ6ME,Unint
AG6SR,AJ6XZ,Unint
AG6SR,K6FSH,Unint
AG6SR,KD6KDL,Unint
AG6SR,KE6BJQ,Good
AG6SR,KE7JAC,Unint
AG6SR,KF6ZSQ,Unint
AG6SR,KG6VYI,Unint
AG6SR,KI6HLH,Unint
AG6SR,KI6LCP,Good
AG6SR,KI6MXP,Unint
AG6SR,KI6PUR,Unint
AG6SR,KI6PUW,Unint
AG6SR,KJ6AMM,Unint
AG6SR,KK6EAW,Poor
AG6SR,KK6EKN,Good
AG6SR,KK6LTH,Unint
AG6SR,KK6LTX,Good
AG6SR,KK6TOZ,Unint
AG6SR,KM6EEI,Unint
AG6SR,KM6I,Unint
AG6SR,KM6LTA,Unint
AG6SR,KN6DSE,Unint
AG6SR,KN6EKC,Unint
AG6SR,KN6GHD,Unint
AG6SR,KR6DD,Unint
AG6SR,KZ6DM,Unint
AG6SR,N6IDV,Unint
AG6SR,N6IHT,Unint
AG6SR,N9DK,Unint
AG6SR,NE5NA,Good
AG6SR,WA1IAM,Unint
AG6SR,WU6K,Unint
AI6KG,AE6EO,Good
AI6KG,AG6SR,Poor
AI6KG,AI6JI,Unint
AI6KG,AI6KG,Trans
AI6KG,AJ6JN,Good
AI6KG,AJ6ME,Good
AI6KG,AJ6XZ,Good
AI6KG,K6FSH,Good
AI6KG,KD6KDL,Good
AI6KG,KE6BJQ,Good
AI6KG,KE7JAC,Good
AI6KG,KF6ZSQ,Good
AI6KG,KG6VYI,Good
AI6KG,KI6HLH,Good
AI6KG,KI6LCP,Good
AI6KG,KI6MXP,Good
AI6KG,KI6PUR,Good
AI6KG,KI6PUW,Good
AI6KG,KI6PVA,Good
AI6KG,KI6VYM,Good
AI6KG,KJ6AMM,Good
AI6KG,KJ6MIN,Unint
AI6KG,KK6DZK,Good
AI6KG,KK6EAW,Good
AI6KG,KK6EKN,Good
AI6KG,KK6LTH,Good
AI6KG,KK6TOZ,Good
AI6KG,KM6EEI,Poor
AI6KG,KM6I,Good
AI6KG,KM6LTA,Good
AI6KG,KN6BAW,Good
AI6KG,KN6DSE,Good
AI6KG,KN6EKC,Good
AI6KG,KN6EKW,Good
AI6KG,KN6GHD,Good
AI6KG,KR6DD,Unint
AI6KG,KZ6DM,Good
AI6KG,N6IDV,Good
AI6KG,N6IHT,Good
AI6KG,N9DK,Good
AI6KG,NE5NA,Good
AI6KG,WA1IAM,Good
AI6KG,WU6K,Good
AI6SZ,AE6EO,Poor
AI6SZ,AI6SZ,Trans
AI6SZ,AJ6JN,Good
AI6SZ,AJ6ME,Unint
AI6SZ,AJ6XZ,Unint
AI6SZ,K6FSH,Unint
AI6SZ,KD6KDL,Unint
AI6SZ,KE6BJQ,Poor
AI6SZ,KE7JAC,Unint
AI6SZ,KF6ZSQ,Poor
AI6SZ,KG6VYI,Unint
AI6SZ,KI6HLH,Unint
AI6SZ,KI6LCP,Unint
AI6SZ,KI6MXP,Unint
AI6SZ,KI6PUR,Poor
AI6SZ,KI6PUW,Poor
AI6SZ,KI6PVA,Good
AI6SZ,KJ6AMM,Good
AI6SZ,KK6EAW,Unint
AI6SZ,KK6EKN,Good
AI6SZ,KK6LTH,Good
AI6SZ,KK6LTX,Poor
AI6SZ,KK6TOZ,Unint
AI6SZ,KM6EEI,Good
AI6SZ,KM6I,Good
AI6SZ,KM6LTA,Poor
AI6SZ,KN6BAW,Good
AI6SZ,KN6DSE,Good
AI6SZ,KN6EKC,Unint
AI6SZ,KN6GHD,Unint
AI6SZ,KR6DD,Unint
AI6SZ,KZ6DM,Poor
AI6SZ,N6IDV,Poor
AI6SZ,N6IHT,Poor
AI6SZ,N9DK,Poor
AI6SZ,NE5NA,Poor
AI6SZ,WA1IAM,Poor
AI6SZ,WU6K,Poor
AJ6JN,AE6EO,Good
AJ6JN,AG6SR,Poor
AJ6JN,AI6JI,Good
AJ6JN,AJ6ME,Good
AJ6JN,AJ6XZ,Good
AJ6JN,K6FSH,Good
AJ6JN,KD6KDL,Good
AJ6JN,KE6BJQ,Good
AJ6JN,KE7JAC,Good
AJ6JN,KF6ZSQ,Good
AJ6JN,KG6TNE,Poor
AJ6JN,KG6VYI,Good
AJ6JN,KI6HLH,Good
AJ6JN,KI6LCP,Poor
AJ6JN,KI6MXP,Good
AJ6JN,KI6PUR,Good
AJ6JN,KI6PUW,Good
AJ6JN,KI6PVA,Good
AJ6JN,KJ6AMM,Good
AJ6JN,KK6DZK,Good
AJ6JN,KK6EAW,Unint
AJ6JN,KK6EKN,Good
AJ6JN,KK6LTH,Good
AJ6JN,KK6LTX,Good
AJ6JN,KK6TOZ,Good
AJ6JN,KM6EEI,Good
AJ6JN,KM6I,Good
AJ6JN,KM6LTA,Good
AJ6JN,KN6BAW,Good
AJ6JN,KN6DSE,Good
AJ6JN,KN6EKC,Good
AJ6JN,KN6EKW,Good
AJ6JN,KN6GHD,Good
AJ6JN,KR6DD,Unint
AJ6JN,KZ6DM,Good
AJ6JN,N6IDV,Good
AJ6JN,N6IHT,Good
AJ6JN,N9DK,Good
AJ6JN,NE5NA,Good
AJ6JN,WA1IAM,Good
AJ6JN,WU6K,Poor
AJ6ME,AG6SR,Poor
AJ6ME,AI6JI,Good
AJ6ME,AJ6JN,Good
AJ6ME,AJ6XZ,Good
AJ6ME,K6FSH,Good
AJ6ME,KD6KDL,Good
AJ6ME,KE6BJQ,Good
AJ6ME,KE7JAC,Good
AJ6ME,KF6ZSQ,Good
AJ6ME,KI6HLH,Good
AJ6ME,KI6MXP,Good
AJ6ME,KI6PUR,Good
AJ6ME,KI6PUW,Good
AJ6ME,KJ6AMM,Good
AJ6ME,KJ6MIN,Poor
AJ6ME,KK6DZK,Poor
AJ6ME,KK6EKN,Good
AJ6ME,KK6LTH,Good
AJ6ME,KK6TOZ,Good
AJ6ME,KM6I,Poor
AJ6ME,KM6LTA,Good
AJ6ME,KN6BAW,Good
AJ6ME,KN6DSE,Poor
AJ6ME,KN6EKC,Good
AJ6ME,KN6EKW,Poor
AJ6ME,KN6GHD,Good
AJ6ME,KR6DD,Poor
AJ6ME,KZ6DM,Good
AJ6ME,N9DK,Good
AJ6ME,WU6K,Poor
AJ6XZ-2,AG6SR,Poor
AJ6XZ-2,AJ6JN,Poor
AJ6XZ-2,AJ6ME,Good
AJ6XZ-2,K6FSH,Poor
AJ6XZ-2,KD6KDL,Good
AJ6XZ-2,KE6BJQ,Good
AJ6XZ-2,KE7JAC,Unint
AJ6XZ-2,KF6ZSQ,Good
AJ6XZ-2,KI6HLH,Good
AJ6XZ-2,KI6MXP,Good
AJ6XZ-2,KI6PUR,Good
AJ6XZ-2,KI6PUW,Good
AJ6XZ-2,KI6VYM,Poor
AJ6XZ-2,KJ6AMM,Good
AJ6XZ-2,KJ6MIN,Good
AJ6XZ-2,KK6DZK,Poor
AJ6XZ-2,KK6EKN,Good
AJ6XZ-2,KK6LTH,Good
AJ6XZ-2,KK6LTX,Good
AJ6XZ-2,KK6TOZ,Unint
AJ6XZ-2,KM6I,Good
AJ6XZ-2,KM6LTA,Good
AJ6XZ-2,KN6DSE,Good
AJ6XZ-2,KN6EKC,Good
AJ6XZ-2,KN6EKW,Good
AJ6XZ-2,KN6GHD,Good
AJ6XZ-2,KR6DD,Unint
AJ6XZ-2,KZ6DM,Good
